rating,review_text,device,true_label,vader_compound,vader_label,vader_pred_rating,bert_label,bert_score,bert_pred_rating,wc_score,wc_label,wc_pred_rating,hard_vote_label,hard_vote_pred_rating,soft_vote_pred_rating,soft_vote_label,bagging_pred_rating,bagging_pred_std,bagging_label
5,Value for money,iPhone 15,Positive,0.34,Positive,3.68,Positive,0.9977725148200988,4.991090059280396,0.0,Neutral,3.0,Positive,4.5,4.0684360237121595,Positive,4.10695049684108,0.03915336048059395,Positive
5,"Dont buy the 128 GB version, go for 256 or higher memory phones. You will regret it if you buy 128 gb version",iPhone 15,Positive,-0.4215,Negative,2.157,Negative,0.0002792477607727,1.0011169910430908,0.0,Neutral,3.0,Negative,1.5,1.8632467964172363,Negative,2.727508517417287,1.1040109548422687,Neutral
5,Superb performance,iPhone 15,Positive,0.6249,Positive,4.2498000000000005,Positive,0.999868631362915,4.99947452545166,1.0,Positive,5.0,Positive,4.5,4.699709810180664,Positive,4.4641260739932855,0.2770811976501509,Positive
3,From cam worst IQOO series is much better in this price range Not recommended Rabindra baranwal,iPhone 15,Neutral,-0.4199,Negative,2.1602,Negative,0.0047062039375305,1.018824815750122,-1.0,Negative,1.0,Negative,1.5,1.4716099263000488,Negative,2.4857191260556863,1.2953960946013587,Neutral
3,Rohit,iPhone 15,Neutral,0.0,Neutral,3.0,Positive,0.999320387840271,4.997281551361084,0.0,Neutral,3.0,Neutral,3.0,3.7989126205444337,Positive,3.92030180760799,0.16215634643286597,Positive
5,Best apple phone ever,iPhone 15,Positive,0.6369,Positive,4.2738,Positive,0.999721348285675,4.9988853931427,1.0,Positive,5.0,Positive,4.5,4.70907415725708,Positive,4.446900871258959,0.2843415761687411,Positive
3,"Heating too much. Not expecting from I phone, if some one purchases higher value phone and that phone have heating issues, it is not justifiable.",iPhone 15,Neutral,0.34,Positive,3.68,Negative,0.0101789236068725,1.0407156944274902,-1.0,Negative,1.0,Negative,1.5,2.0882862777709965,Negative,2.827362096702549,0.9854895778883827,Neutral
5,Excellent B.K,iPhone 15,Positive,0.5719,Positive,4.1438,Positive,0.999847173690796,4.999388694763184,1.0,Positive,5.0,Positive,4.5,4.657275477905273,Positive,4.397339280835277,0.26028496850587063,Positive
2,Camera is bad as compared to,iPhone 15,Negative,-0.5423,Negative,1.9154,Negative,0.0001901984214782,1.000760793685913,-1.0,Negative,1.0,Negative,1.5,1.3664643174743654,Negative,2.6421918559716486,1.3822761522536724,Neutral
5,Best,iPhone 15,Positive,0.6369,Positive,4.2738,Positive,0.9997941851615906,4.999176740646362,1.0,Positive,5.0,Positive,4.5,4.7091906962585455,Positive,4.4812036246562466,0.2795502349163434,Positive
5,I upgraded from iPhone XS to iPhone 15 which is a significant upgrade. I am happy with it.,iPhone 15,Positive,0.6705,Positive,4.341,Positive,0.999854326248169,4.999417304992676,1.0,Positive,5.0,Positive,4.5,4.736166921997071,Positive,4.459977446406482,0.2994550723286153,Positive
1,Its heating like an oven. Trash in the name of iPhone.,iPhone 15,Negative,0.3612,Positive,3.7224,Negative,0.0003789663314819,1.0015158653259275,-1.0,Negative,1.0,Negative,1.5,2.089566346130371,Negative,2.9513569217024966,1.0128004230871164,Neutral
4,Heating problem,iPhone 15,Positive,-0.4019,Negative,2.1962,Negative,0.0038290619850158,1.0153162479400637,-1.0,Negative,1.0,Negative,1.5,1.4846064991760255,Negative,2.7593741043884905,1.326876489679908,Neutral
5,Great phone but still missing 90hz refresh rate display,iPhone 15,Positive,-0.0644,Negative,2.8712,Negative,0.0040475130081176,1.0161900520324707,1.0,Positive,5.0,Negative,1.5,2.5549560208129884,Neutral,3.3795372978747333,0.7923686315407434,Neutral
5,Ashish,iPhone 15,Positive,0.0,Neutral,3.0,Positive,0.8773428797721863,4.509371519088745,0.0,Neutral,3.0,Neutral,3.0,3.6037486076354983,Neutral,3.8594118906564523,0.2664017692715438,Positive
5,Lags sometimes. Everything is upto mark but perfomance lags a bit in 128 gb version. Well hoping for updates and more so tht it can be fixed.,iPhone 15,Positive,0.3291,Positive,3.6582,Negative,0.0027727484703063,1.0110909938812256,0.0,Neutral,3.0,Positive,4.5,2.4677163975524907,Neutral,3.2670638513498496,0.832060369458813,Neutral
5,Thank you so much,iPhone 15,Positive,0.3612,Positive,3.7224,Positive,0.9998414516448976,4.99936580657959,0.0,Neutral,3.0,Positive,4.5,4.088706322631836,Positive,4.112887725753613,0.028550990350474703,Positive
5,"Camera and battery are very bad for this price. Except that, evening is worthy. Go for it....",iPhone 15,Positive,-0.2247,Negative,2.5506,Positive,0.958387553691864,4.833550214767456,-1.0,Negative,1.0,Negative,1.5,3.1536600859069828,Neutral,3.489234750749697,0.46762051888017,Neutral
5,Premium look and quality with excellent performance,iPhone 15,Positive,0.5719,Positive,4.1438,Positive,0.999881625175476,4.999526500701904,1.0,Positive,5.0,Positive,4.5,4.657330600280762,Positive,4.440943814645005,0.2545571022827225,Positive
1,Spicker not work,iPhone 15,Negative,0.0,Neutral,3.0,Negative,0.0004792213439941,1.0019168853759766,0.0,Neutral,3.0,Neutral,3.0,2.200766754150391,Negative,3.0536352682364787,0.9622281342864686,Neutral
2,Old phone so bad Flipkart,iPhone 15,Negative,-0.6696,Negative,1.6608,Negative,0.0002314448356628,1.0009257793426514,-1.0,Negative,1.0,Negative,1.5,1.2646903117370605,Negative,2.4166277529845566,1.4108803112748365,Neutral
4,Image quality is good and worth buying it Azeem Basha N,iPhone 15,Positive,0.5859,Positive,4.1718,Positive,0.99986732006073,4.99946928024292,1.0,Positive,5.0,Positive,4.5,4.668507712097169,Positive,4.414940712919847,0.26411387698360267,Positive
5,Nice phone very fast and responsive. Only drawback is 60Hz display rest all good. Camera is awesome and battery is good considering its a compact phone. Will edit after using after a month.,iPhone 15,Positive,0.9378,Positive,4.8756,Positive,0.9990693926811218,4.996277570724487,1.0,Positive,5.0,Positive,4.5,4.948751028289795,Positive,4.544874554037763,0.4040885145896303,Positive
5,"Just love the mobile for the price i got it at, along with exchange, sucha steal deal for me",iPhone 15,Positive,0.25,Positive,3.5,Positive,0.9983477592468262,4.993391036987305,1.0,Positive,5.0,Positive,4.5,4.397356414794922,Positive,4.267827876541356,0.1301865271937794,Positive
4,John,iPhone 15,Positive,0.0,Neutral,3.0,Positive,0.99338960647583,4.97355842590332,0.0,Neutral,3.0,Neutral,3.0,3.7894233703613285,Positive,3.9587891097741292,0.1767239732959188,Positive
5,The product is very nice just switched from iPhone XR. Was thinking to buy Samsung S24 but happy with this purchase. The camera is awesome A single charge will last for a day,iPhone 15,Positive,0.9293,Positive,4.8586,Positive,0.9992026686668396,4.996810674667358,1.0,Positive,5.0,Positive,4.5,4.942164269866943,Positive,4.447828993464827,0.3872750975208228,Positive
3,Amrit,iPhone 15,Neutral,0.0,Neutral,3.0,Positive,0.9953774213790894,4.981509685516357,0.0,Neutral,3.0,Neutral,3.0,3.7926038742065433,Positive,3.926267636611868,0.17097226555396125,Positive
5,Adarsh,iPhone 15,Positive,0.0,Neutral,3.0,Positive,0.9857394099235536,4.942957639694214,0.0,Neutral,3.0,Neutral,3.0,3.777183055877686,Positive,3.915798800443414,0.1773687189256433,Positive
5,vikas kumar tomar,iPhone 15,Positive,0.0,Neutral,3.0,Positive,0.9944233298301696,4.977693319320679,0.0,Neutral,3.0,Neutral,3.0,3.791077327728272,Positive,3.917900446260156,0.1695200156240234,Positive
5,Awesome camera nice phone Sk akbar,iPhone 15,Positive,0.7845,Positive,4.569,Positive,0.9991554021835328,4.996621608734131,1.0,Positive,5.0,Positive,4.5,4.826248643493653,Positive,4.53858048986264,0.33823120034916315,Positive
1,I am not satisfied this phone hitting and not backup battery and all problem many create this phone,iPhone 15,Negative,-0.4464,Negative,2.1072,Negative,0.0018653869628906,1.0074615478515625,0.0,Neutral,3.0,Negative,1.5,1.8458646191406252,Negative,2.580322354820762,1.0706678132756742,Neutral
5,Awesome phone,iPhone 15,Positive,0.6249,Positive,4.2498000000000005,Positive,0.9998462200164796,4.999384880065918,1.0,Positive,5.0,Positive,4.5,4.699673952026368,Positive,4.462893833744203,0.2784817869145846,Positive
5,Very good...you can go for it,iPhone 15,Positive,0.0,Neutral,3.0,Positive,0.9998756647109984,4.999502658843994,1.0,Positive,5.0,Positive,4.5,4.199801063537598,Positive,4.177280048567635,0.031169732243487302,Positive
4,Nice 5 star camera,iPhone 15,Positive,0.4215,Positive,3.843,Positive,0.999851942062378,4.999407768249512,1.0,Positive,5.0,Positive,4.5,4.536963107299805,Positive,4.375289995781032,0.19829411504033906,Positive
5,Bestest,iPhone 15,Positive,0.0,Neutral,3.0,Positive,0.9995511174201964,4.998204469680786,0.0,Neutral,3.0,Neutral,3.0,3.799281787872315,Positive,3.941226736514125,0.16724097585613593,Positive
5,Good one,iPhone 15,Positive,0.4404,Positive,3.8808,Positive,0.9998288154602052,4.99931526184082,1.0,Positive,5.0,Positive,4.5,4.552046104736328,Positive,4.346829742610554,0.20574009451589492,Positive
4,Nice camera,iPhone 15,Positive,0.4215,Positive,3.843,Positive,0.999858021736145,4.99943208694458,1.0,Positive,5.0,Positive,4.5,4.536972834777832,Positive,4.348576352072721,0.19668306918316059,Positive
3,meet bhuva,iPhone 15,Neutral,0.0,Neutral,3.0,Positive,0.9995577931404114,4.9982311725616455,0.0,Neutral,3.0,Neutral,3.0,3.7992924690246586,Positive,3.9221050669399604,0.1640011089374607,Positive
5,Awesome phone,iPhone 15,Positive,0.6249,Positive,4.2498000000000005,Positive,0.9998462200164796,4.999384880065918,1.0,Positive,5.0,Positive,4.5,4.699673952026368,Positive,4.478440451351558,0.27118633268539727,Positive
5,Best in the price segment,iPhone 15,Positive,0.6369,Positive,4.2738,Positive,0.9995324611663818,4.998129844665527,1.0,Positive,5.0,Positive,4.5,4.708771937866211,Positive,4.4696398391600844,0.2813401129134401,Positive
4,Goutam,iPhone 15,Positive,0.0,Neutral,3.0,Positive,0.9951674938201904,4.980669975280762,0.0,Neutral,3.0,Neutral,3.0,3.7922679901123053,Positive,3.9456132259156944,0.17344262652429243,Positive
5,Super duper Kaushal kumar,iPhone 15,Positive,0.5994,Positive,4.1988,Negative,0.0044817328453063,1.0179269313812256,1.0,Positive,5.0,Positive,4.5,3.0866907725524904,Neutral,3.6347015299377987,0.5266745411733527,Neutral
5,Best phone,iPhone 15,Positive,0.6369,Positive,4.2738,Positive,0.9993820190429688,4.997528076171875,1.0,Positive,5.0,Positive,4.5,4.7085312304687506,Positive,4.503004115452208,0.27433150973529014,Positive
4,Abdul,iPhone 15,Positive,0.0,Neutral,3.0,Positive,0.986935019493103,4.947740077972412,0.0,Neutral,3.0,Neutral,3.0,3.779096031188965,Positive,3.952605492942673,0.18094673528245703,Positive
5,Super good,iPhone 15,Positive,0.7783,Positive,4.5566,Positive,0.9998506307601928,4.999402523040772,1.0,Positive,5.0,Positive,4.5,4.822401009216309,Positive,4.495138197513662,0.34081579725254424,Positive
4,"Battery is not good need to charger 3 times a day if heavy usage , otherwise need to charge 2 times a day for normal usage",iPhone 15,Positive,-0.3412,Negative,2.3176,Negative,0.0039701461791992,1.0158805847167969,1.0,Positive,5.0,Negative,1.5,2.333392233886719,Neutral,3.1286954830994858,0.897326298798925,Neutral
4,Okay okay,iPhone 15,Positive,0.4215,Positive,3.843,Positive,0.999722182750702,4.998888731002808,0.0,Neutral,3.0,Positive,4.5,4.136755492401123,Positive,4.1383755625117535,0.012405073297707727,Positive
5,iPhone is very good. It is most affordable and the camera quality is far beyond expectation. In case of battery it is also good. I like the type C charging,iPhone 15,Positive,0.8221,Positive,4.6442,Positive,0.9997568726539612,4.999027490615845,1.0,Positive,5.0,Positive,4.5,4.857290996246338,Positive,4.496516213349761,0.3610170881507778,Positive
5,Razda,iPhone 15,Positive,0.0,Neutral,3.0,Negative,0.03760427236557,1.1504170894622805,0.0,Neutral,3.0,Neutral,3.0,2.2601668357849123,Neutral,3.12509797486374,0.9372261188361077,Neutral
5,Superb Senthilkumaravel S,iPhone 15,Positive,0.6249,Positive,4.2498000000000005,Positive,0.9997438788414,4.998975515365601,1.0,Positive,5.0,Positive,4.5,4.699510206146241,Positive,4.4417106712917125,0.2796386907140061,Positive
5,Phone is good but during video shooting in summer phone is heated too much,iPhone 15,Positive,0.2382,Positive,3.4764,Negative,0.0069112181663513,1.0276448726654053,1.0,Positive,5.0,Positive,4.5,2.801617949066162,Neutral,3.39248240821498,0.6666845747001627,Neutral
5,Loved it buyed it,iPhone 15,Positive,0.5994,Positive,4.1988,Positive,0.9998199343681335,4.999279737472534,0.0,Neutral,3.0,Positive,4.5,4.279231894989014,Positive,4.21926718073199,0.07146927301231781,Positive
5,"software is good ui interface is also good ,little bit hit but its ok",iPhone 15,Positive,0.6908,Positive,4.3816,Positive,0.9996293783187866,4.9985175132751465,1.0,Positive,5.0,Positive,4.5,4.752047005310059,Positive,4.432373592705506,0.307383270067792,Positive
5,Superb camera Y P,iPhone 15,Positive,0.6249,Positive,4.2498000000000005,Positive,0.999777615070343,4.999110460281372,1.0,Positive,5.0,Positive,4.5,4.69956418411255,Positive,4.45189875705905,0.2795834456876202,Positive
5,Make sure you order with Open box cash on delivery.Everything is perfect and good condition with my one.,iPhone 15,Positive,0.836,Positive,4.672,Positive,0.9998540878295898,4.999416351318359,1.0,Positive,5.0,Positive,4.5,4.868566540527344,Positive,4.6223041692053215,0.34326648826460276,Positive
5,Nice phone Abhinav Singh negi,iPhone 15,Positive,0.4215,Positive,3.843,Positive,0.9896913170814514,4.958765268325806,1.0,Positive,5.0,Positive,4.5,4.520706107330323,Positive,4.352987338325021,0.18959809293797286,Positive
4,Prabu,iPhone 15,Positive,0.0,Neutral,3.0,Positive,0.9857921600341796,4.943168640136719,0.0,Neutral,3.0,Neutral,3.0,3.777267456054688,Positive,3.927944506142575,0.17746613602325062,Positive
5,Excellent performance and camera,iPhone 15,Positive,0.5719,Positive,4.1438,Positive,0.9998704195022584,4.999481678009033,1.0,Positive,5.0,Positive,4.5,4.657312671203613,Positive,4.412215194941639,0.2553360736694846,Positive
5,I am happy with this product.,iPhone 15,Positive,0.5719,Positive,4.1438,Positive,0.9998774528503418,4.999509811401367,1.0,Positive,5.0,Positive,4.5,4.657323924560547,Positive,4.34746581774031,0.25349311100982463,Positive
5,Best quality,iPhone 15,Positive,0.6369,Positive,4.2738,Positive,0.9998157620429992,4.999263048171997,1.0,Positive,5.0,Positive,4.5,4.709225219268799,Positive,4.458158865948065,0.2834281706685665,Positive
4,Good product,iPhone 15,Positive,0.4404,Positive,3.8808,Positive,0.999858856201172,4.999435424804688,1.0,Positive,5.0,Positive,4.5,4.552094169921875,Positive,4.405132062170999,0.19630831416931369,Positive
5,I love it,iPhone 15,Positive,0.6369,Positive,4.2738,Positive,0.9998799562454224,4.9995198249816895,1.0,Positive,5.0,Positive,4.5,4.709327929992676,Positive,4.411034806496336,0.28678926648530045,Positive
5,Genuine product by,iPhone 15,Positive,0.0,Neutral,3.0,Positive,0.9998645782470704,4.999458312988281,0.0,Neutral,3.0,Neutral,3.0,3.7997833251953126,Positive,3.9696941316001197,0.1703767304786722,Positive
5,Very good camera. Great performance.Only bad point is battery drains out faster,iPhone 15,Positive,0.6195,Positive,4.239,Positive,0.9990286827087402,4.996114730834961,0.3333333333333333,Positive,3.6666666666666665,Positive,4.5,4.427379225667318,Positive,4.259808309101205,0.1432915532167636,Positive
5,Nice.....i love it,iPhone 15,Positive,0.6369,Positive,4.2738,Positive,0.9998733997344972,4.999493598937988,1.0,Positive,5.0,Positive,4.5,4.709317439575195,Positive,4.514538529170121,0.27160078739483096,Positive
5,Nice phone,iPhone 15,Positive,0.4215,Positive,3.843,Positive,0.9996213912963868,4.998485565185547,1.0,Positive,5.0,Positive,4.5,4.536594226074219,Positive,4.34660803535321,0.19811796712556784,Positive
1,Show off culture only,iPhone 15,Negative,0.0,Neutral,3.0,Negative,0.0414812564849853,1.1659250259399414,0.0,Neutral,3.0,Neutral,3.0,2.2663700103759767,Neutral,3.279540405649635,0.9352005907612663,Neutral
5,sri sudheer,iPhone 15,Positive,0.0,Neutral,3.0,Positive,0.9979255199432372,4.991702079772949,0.0,Neutral,3.0,Neutral,3.0,3.79668083190918,Positive,3.945821368928892,0.16868126676828674,Positive
5,Fabulous,iPhone 15,Positive,0.5267,Positive,4.0534,Positive,0.9998722076416016,4.999488830566406,1.0,Positive,5.0,Positive,4.5,4.621155532226563,Positive,4.42908716399692,0.2355000151577523,Positive
5,B,iPhone 15,Positive,0.0,Neutral,3.0,Positive,0.9129436016082764,4.6517744064331055,0.0,Neutral,3.0,Neutral,3.0,3.6607097625732425,Neutral,3.9391740215688746,0.23739556847738388,Positive
5,Thanks to flipkart,iPhone 15,Positive,0.4404,Positive,3.8808,Positive,0.9996040463447572,4.998416185379028,0.0,Neutral,3.0,Positive,4.5,4.151686474151612,Positive,4.146836308924888,0.01220293910396852,Positive
5,Worthy of,iPhone 15,Positive,0.4404,Positive,3.8808,Positive,0.9996727705001832,4.998691082000732,0.0,Neutral,3.0,Positive,4.5,4.1517964328002925,Positive,4.146050010871278,0.014113310545247127,Positive
5,Anil patel,iPhone 15,Positive,0.0,Neutral,3.0,Positive,0.992469608783722,4.969878435134888,0.0,Neutral,3.0,Neutral,3.0,3.7879513740539554,Positive,3.9145749077544933,0.16931253992601314,Positive
5,Genuinely super,iPhone 15,Positive,0.5994,Positive,4.1988,Positive,0.9995231628417968,4.998092651367188,1.0,Positive,5.0,Positive,4.5,4.678757060546875,Positive,4.462991001194899,0.26459852541015305,Positive
5,What can one say about Apple Products - premium and high quality with Performance..,iPhone 15,Positive,0.0,Neutral,3.0,Positive,0.9995192289352416,4.998076915740967,1.0,Positive,5.0,Positive,4.5,4.199230766296387,Positive,4.1727872340253525,0.03261958060700817,Positive
5,Good,iPhone 15,Positive,0.4404,Positive,3.8808,Positive,0.999816119670868,4.999264478683472,1.0,Positive,5.0,Positive,4.5,4.552025791473389,Positive,4.386170686236901,0.20335424865679824,Positive
5,Rohit,iPhone 15,Positive,0.0,Neutral,3.0,Positive,0.999320387840271,4.997281551361084,0.0,Neutral,3.0,Neutral,3.0,3.7989126205444337,Positive,3.935919201828868,0.1681540476330746,Positive
4,Superb,iPhone 15,Positive,0.6249,Positive,4.2498000000000005,Positive,0.9998656511306764,4.999462604522705,1.0,Positive,5.0,Positive,4.5,4.699705041809082,Positive,4.430142777861431,0.28081690295310124,Positive
5,As per name best performance,iPhone 15,Positive,0.6369,Positive,4.2738,Positive,0.999670386314392,4.998681545257568,1.0,Positive,5.0,Positive,4.5,4.708992618103027,Positive,4.447641191993315,0.28343878988391397,Positive
5,Ganesan D,iPhone 15,Positive,0.0,Neutral,3.0,Positive,0.9857300519943236,4.942920207977295,0.0,Neutral,3.0,Neutral,3.0,3.7771680831909182,Positive,3.9449632546417774,0.18228175209745145,Positive
5,Good one Dharshan K,iPhone 15,Positive,0.4404,Positive,3.8808,Positive,0.9998500347137452,4.9994001388549805,1.0,Positive,5.0,Positive,4.5,4.5520800555419925,Positive,4.347968446817785,0.20452048865702419,Positive
5,"Good product, good service, good rate",iPhone 15,Positive,0.8271,Positive,4.6542,Positive,0.999862551689148,4.999450206756592,1.0,Positive,5.0,Positive,4.5,4.861460082702637,Positive,4.516616155921756,0.35911750394520403,Positive
2,Data cable is not working,iPhone 15,Negative,0.0,Neutral,3.0,Negative,0.0002334713935852,1.0009338855743408,0.0,Neutral,3.0,Neutral,3.0,2.2003735542297367,Negative,3.130654561358288,0.9683363079063022,Neutral
5,Its and excellent device..!!!,iPhone 15,Positive,0.6784,Positive,4.3568,Positive,0.9998745918273926,4.99949836730957,1.0,Positive,5.0,Positive,4.5,4.742519346923828,Positive,4.548484652390119,0.2830311921957721,Positive
5,Good product 15 series.,iPhone 15,Positive,0.4404,Positive,3.8808,Positive,0.9998157620429992,4.999263048171997,1.0,Positive,5.0,Positive,4.5,4.552025219268799,Positive,4.446117743580203,0.17885139581594844,Positive
1,Very slow hanging,iPhone 15,Negative,0.0,Neutral,3.0,Negative,0.0005804300308227,1.002321720123291,-1.0,Negative,1.0,Negative,1.5,1.8009286880493165,Negative,2.925394451228363,1.1704392974003324,Neutral
5,Wonderful,iPhone 15,Positive,0.5719,Positive,4.1438,Positive,0.9998772144317628,4.999508857727051,1.0,Positive,5.0,Positive,4.5,4.65732354309082,Positive,4.379189202231157,0.25698550392342046,Positive
5,Best phone,iPhone 15,Positive,0.6369,Positive,4.2738,Positive,0.9993820190429688,4.997528076171875,1.0,Positive,5.0,Positive,4.5,4.7085312304687506,Positive,4.471239905535966,0.2791177720697216,Positive
4,PAVAN KUMAR,iPhone 15,Positive,0.0,Neutral,3.0,Positive,0.9967413544654846,4.9869654178619385,0.0,Neutral,3.0,Neutral,3.0,3.794786167144776,Positive,3.935143933448941,0.17235621189574268,Positive
5,Loved it so ordered 2nd,iPhone 15,Positive,0.5994,Positive,4.1988,Positive,0.9997606873512268,4.999042749404907,0.0,Neutral,3.0,Positive,4.5,4.279137099761963,Positive,4.239720003978297,0.06364556004591841,Positive
3,Battery seems to be an issue shaehwar,iPhone 15,Neutral,0.0,Neutral,3.0,Negative,0.0071726441383361,1.0286905765533447,-1.0,Negative,1.0,Negative,1.5,1.8114762306213381,Negative,2.9313502420787723,1.165658451402229,Neutral
5,Really awesome i phone 15,iPhone 15,Positive,0.659,Positive,4.318,Positive,0.9997960925102234,4.9991843700408936,1.0,Positive,5.0,Positive,4.5,4.726873748016358,Positive,4.4918324838076265,0.28810478045190036,Positive
5,Wonderful experience updated from 12 to 15 excellent,iPhone 15,Positive,0.8126,Positive,4.6252,Positive,0.9998723268508912,4.9994893074035645,1.0,Positive,5.0,Positive,4.5,4.849875722961426,Positive,4.467592360048818,0.35311629207680273,Positive
5,Everything is going smooth and fine after using of 4 months,iPhone 15,Positive,0.2023,Positive,3.4046,Positive,0.9996920824050904,4.998768329620361,1.0,Positive,5.0,Positive,4.5,4.361347331848145,Positive,4.238631017031716,0.10969209979256327,Positive
4,all are good but i am disappointed about battery backups,iPhone 15,Positive,-0.4939,Negative,2.0122,Negative,0.0079445242881774,1.03177809715271,0.0,Neutral,3.0,Negative,1.5,1.8175912388610842,Negative,2.9309451332152943,1.1588936189896257,Neutral
5,Original,iPhone 15,Positive,0.3182,Positive,3.6364,Positive,0.999805986881256,4.999223947525024,0.0,Neutral,3.0,Positive,4.5,4.05424957901001,Positive,4.085500113621015,0.04149901970056503,Positive
4,Kanak,iPhone 15,Positive,0.0,Neutral,3.0,Positive,0.8369569778442383,4.347827911376953,0.0,Neutral,3.0,Neutral,3.0,3.5391311645507817,Neutral,3.8275211396527045,0.3005714022512026,Positive
5,Supper se upper Jigar patel,iPhone 15,Positive,0.0,Neutral,3.0,Negative,0.2807158231735229,2.122863292694092,0.0,Neutral,3.0,Neutral,3.0,2.649145317077637,Neutral,3.366120450517079,0.7463473987937542,Neutral
5,Very good camera quality best,iPhone 15,Positive,0.8122,Positive,4.6244,Positive,0.9998619556427002,4.999447822570801,1.0,Positive,5.0,Positive,4.5,4.8495391290283205,Positive,4.479894227052071,0.3554045588262861,Positive
5,Nice product,iPhone 15,Positive,0.4215,Positive,3.843,Positive,0.9998539686203004,4.999415874481201,1.0,Positive,5.0,Positive,4.5,4.536966349792481,Positive,4.317587733332247,0.1949374390807097,Positive
5,Awesome Prakash GnanaSekaran,iPhone 15,Positive,0.6249,Positive,4.2498000000000005,Positive,0.9995909333229064,4.998363733291626,1.0,Positive,5.0,Positive,4.5,4.699265493316651,Positive,4.465309541450132,0.27523806335382034,Positive
5,Rizvan,iPhone 15,Positive,0.0,Neutral,3.0,Positive,0.998625636100769,4.994502544403076,0.0,Neutral,3.0,Neutral,3.0,3.797801017761231,Positive,3.922839240506248,0.16710333489264503,Positive
5,Just a fabulous phone of this range,iPhone 15,Positive,0.5267,Positive,4.0534,Positive,0.9998375177383424,4.999350070953369,1.0,Positive,5.0,Positive,4.5,4.621100028381348,Positive,4.398982871778595,0.24105657515267914,Positive
1,iOS 18 is terrible,iPhone 15,Negative,-0.4767,Negative,2.0466,Negative,0.0010634064674377,1.004253625869751,-1.0,Negative,1.0,Negative,1.5,1.4203414503479006,Negative,2.5064280184177563,1.3302393922035232,Neutral
5,Very nice phone,iPhone 15,Positive,0.4754,Positive,3.9508,Positive,0.999821960926056,4.999287843704224,1.0,Positive,5.0,Positive,4.5,4.58003513748169,Positive,4.406808011190807,0.21250128895479456,Positive
4,Mangal,iPhone 15,Positive,0.0,Neutral,3.0,Positive,0.9696397185325624,4.878558874130249,0.0,Neutral,3.0,Neutral,3.0,3.7514235496521002,Positive,3.9302477475202022,0.19415029896953653,Positive
5,Good product,iPhone 15,Positive,0.4404,Positive,3.8808,Positive,0.999858856201172,4.999435424804688,1.0,Positive,5.0,Positive,4.5,4.552094169921875,Positive,4.362819768220536,0.20540196835361663,Positive
2,Not so good,iPhone 15,Negative,-0.3865,Negative,2.227,Negative,0.0002285838127136,1.0009143352508545,1.0,Positive,5.0,Negative,1.5,2.2911657341003417,Neutral,3.2515421220877103,0.9227673614502108,Neutral
5,Rahul,iPhone 15,Positive,0.0,Neutral,3.0,Positive,0.9972853660583496,4.989141464233398,0.0,Neutral,3.0,Neutral,3.0,3.7956565856933597,Positive,3.9556542420486607,0.17391941410558912,Positive
5,Should be buy Amit Singh lx,iPhone 15,Positive,0.0,Neutral,3.0,Negative,0.0128045082092285,1.051218032836914,0.0,Neutral,3.0,Neutral,3.0,2.220487213134766,Negative,2.8718651805782764,0.9075928934447447,Neutral
5,Good product,iPhone 15,Positive,0.4404,Positive,3.8808,Positive,0.999858856201172,4.999435424804688,1.0,Positive,5.0,Positive,4.5,4.552094169921875,Positive,4.397310451997077,0.19794305498550147,Positive
5,Good,iPhone 15,Positive,0.4404,Positive,3.8808,Positive,0.999816119670868,4.999264478683472,1.0,Positive,5.0,Positive,4.5,4.552025791473389,Positive,4.351813744756754,0.20878673746088994,Positive
4,Nice product for,iPhone 15,Positive,0.4215,Positive,3.843,Positive,0.9998540878295898,4.999416351318359,1.0,Positive,5.0,Positive,4.5,4.536966540527344,Positive,4.3549930862701585,0.19761019802935015,Positive
2,"When ever im deleting messages its getting stuck, screen also pausing for a second at times",iPhone 15,Negative,-0.25,Negative,2.5,Negative,0.0044002532958984,1.0176010131835938,0.0,Neutral,3.0,Negative,1.5,2.007040405273438,Negative,3.0759188105202497,1.0689397010586217,Neutral
4,"The phone is fabulous as everyone knows, but the battery capacity is a little small. It gives a backup of four and a half hours. Chandan M",iPhone 15,Positive,0.296,Positive,3.592,Negative,0.0079456567764282,1.031782627105713,1.0,Positive,5.0,Positive,4.5,2.849513050842285,Neutral,3.3905857625056903,0.635946905141731,Neutral
1,Heating,iPhone 15,Negative,0.0,Neutral,3.0,Positive,0.9991363883018494,4.9965455532073975,-1.0,Negative,1.0,Neutral,3.0,3.3986182212829594,Neutral,3.784314006342508,0.37086973549833674,Positive
5,Great,iPhone 15,Positive,0.6249,Positive,4.2498000000000005,Positive,0.9998630285263062,4.999452114105225,1.0,Positive,5.0,Positive,4.5,4.699700845642091,Positive,4.4429765773521375,0.27847338980853464,Positive
5,very nice phone i love iphone 15,iPhone 15,Positive,0.807,Positive,4.614,Positive,0.9996637105941772,4.998654842376709,1.0,Positive,5.0,Positive,4.5,4.8450619369506835,Positive,4.521004109933716,0.35126849279263644,Positive
5,Very nice,iPhone 15,Positive,0.4754,Positive,3.9508,Positive,0.9998563528060912,4.999425411224365,1.0,Positive,5.0,Positive,4.5,4.5800901644897465,Positive,4.43982781122159,0.2048153578425701,Positive
